X,Y,SA2011,SOA2011,X_COORD,Y_COORD,Hectares,LGD2014NAME,2015 Default Urban/Rural,SOA2001_name,"Multiple Deprivation Measure Rank 
(where 1 is most deprived)","Income Domain Rank 
(where 1 is most deprived)",Employment Domain Rank (where 1 is most deprived),Health Deprivation and Disability Domain Rank (where 1 is most deprived),"Education, Skills and Training Domain Rank (where 1 is most deprived)",Access to Services Domain Rank (where 1 is most deprived),Living Environment Domain Rank (where 1 is most deprived),Crime and Disorder Domain Rank (where 1 is most deprived),IMDdeciles
-7.28624684570018,54.9716928800121,N00002399,95MM01S1,245758,414029,6.52089,Derry City and Strabane,Urban,Altnagelvin_1,375,207,602,596,764,2051,3153,794,"1"
-7.33292469177934,54.9894224769237,N00002430,95MM05W1,242749,415973,5.82292,Derry City and Strabane,Urban,Brandywell,387,533,297,354,876,2443,2454,1315,"1"
-7.33713851036439,54.988932160197,N00002431,95MM05W1,242480,415916,35.107,Derry City and Strabane,Urban,Brandywell,74,197,80,142,707,1727,496,333,"1"
-7.32754866961809,54.9948934372046,N00002432,95MM05W1,243088,416585,6.7193,Derry City and Strabane,Urban,Brandywell,29,118,8,29,1206,3702,327,415,"1"
-7.33030185146434,54.9940442021204,N00002434,95MM05W1,242912,416489,3.02981,Derry City and Strabane,Urban,Brandywell,6,7,26,141,96,3245,3789,52,"1"
-7.32042716692055,55.0224894441926,N00002441,95MM06S2,243514,419662,3.88817,Derry City and Strabane,Urban,Carn Hill_2,360,660,126,254,1615,3512,3015,834,"1"
-7.31701875533374,55.0263374913735,N00002442,95MM06S2,243727,420092,17.5284,Derry City and Strabane,Urban,Carn Hill_2,273,1264,103,174,670,4325,1500,160,"1"
-7.27685906193737,55.0040235047411,N00002446,95MM07W1,246321,417634,6.38962,Derry City and Strabane,Urban,Caw,185,69,247,521,715,2408,4126,1558,"1"
-7.28276879295663,55.0031003160237,N00002447,95MM07W1,245944,417528,5.27701,Derry City and Strabane,Urban,Caw,443,765,376,497,329,3180,2432,1177,"1"
-7.31109720957531,54.9862823924717,N00002451,95MM08S1,244150,415637,14.348,Derry City and Strabane,Urban,Clondermot_1,32,50,30,146,437,4184,2980,200,"1"
-7.3535655709278,54.9963755056028,N00002465,95MM10S1,241421,416735,31.2031,Derry City and Strabane,Urban,Creggan Central_1,96,293,98,159,206,3317,868,1206,"1"
-7.34516073765114,54.9953135839223,N00002466,95MM10S1,241960,416622,13.4204,Derry City and Strabane,Urban,Creggan Central_1,97,236,169,104,242,4114,841,462,"1"
-7.34846233914646,54.9996938454856,N00002469,95MM10S2,241744,417107,28.8985,Derry City and Strabane,Urban,Creggan Central_2,446,376,389,388,1242,3560,1812,1401,"1"
-7.35172820976587,54.9931167935223,N00002472,95MM11W1,241542,416373,9.73814,Derry City and Strabane,Urban,Creggan South,297,1561,107,189,456,3027,715,1311,"1"
-7.34706714482046,54.9930533870355,N00002473,95MM11W1,241840,416369,4.2604,Derry City and Strabane,Urban,Creggan South,258,1385,111,117,269,3740,2069,1374,"1"
-7.35384943345033,54.991476640383,N00002474,95MM11W1,241408,416189,17.427,Derry City and Strabane,Urban,Creggan South,406,1409,174,294,562,3163,1358,946,"1"
-7.34618044704864,54.9913870106282,N00002475,95MM11W1,241899,416184,5.32502,Derry City and Strabane,Urban,Creggan South,106,114,64,269,605,3870,2854,1146,"1"
-7.34953039004305,54.9891554030062,N00002476,95MM11W1,241687,415933,9.89199,Derry City and Strabane,Urban,Creggan South,115,82,137,285,667,2987,1532,1633,"1"
-7.37469782456417,55.0163850599344,N00002478,95MM12S1,240049,418950,228.917,Derry City and Strabane,Mixed urban/rural,Crevagh_1,94,111,175,140,900,1080,1503,827,"1"
-7.35022477058485,55.0202652599152,N00002481,95MM12S2,241610,419396,12.0402,Derry City and Strabane,Urban,Crevagh_2,118,311,131,135,391,2731,1647,412,"1"
-7.35364770518753,55.0200338797295,N00002482,95MM12S2,241391,419368,10.8758,Derry City and Strabane,Urban,Crevagh_2,210,2132,145,88,99,2042,2541,203,"1"
-7.35518994876811,55.0169728990208,N00002483,95MM12S2,241296,419027,6.40944,Derry City and Strabane,Urban,Crevagh_2,69,279,59,47,427,2186,2465,287,"1"
-7.35086008232712,55.0170017096905,N00002484,95MM12S2,241573,419033,9.79824,Derry City and Strabane,Urban,Crevagh_2,70,32,201,121,602,2422,4497,140,"1"
-7.35561863230302,55.0143769250538,N00002486,95MM12S3,241271,418738,6.72744,Derry City and Strabane,Urban,Crevagh_3,420,672,605,302,467,2285,2238,377,"1"
-7.3152435332113,55.0316058181336,N00002491,95MM13S2,243835,420680,15.1215,Derry City and Strabane,Urban,Culmore_2,204,576,215,101,564,3250,576,420,"1"
-7.31963001979025,55.0290800124978,N00002492,95MM13S2,243557,420396,10.3685,Derry City and Strabane,Urban,Culmore_2,152,133,258,253,606,3087,2451,169,"1"
-7.32154150202873,55.0315186816299,N00002493,95MM13S2,243433,420666,6.22247,Derry City and Strabane,Urban,Culmore_2,169,349,171,153,829,2530,697,355,"1"
-7.32289716933003,55.0302079229067,N00002494,95MM13S2,243347,420520,5.61149,Derry City and Strabane,Urban,Culmore_2,416,2611,223,259,384,2465,971,162,"1"
-7.31265072347333,54.9949923992971,N00002508,95MM14S2,244041,416606,13.1256,Derry City and Strabane,Urban,Ebrington_2,111,434,57,499,664,4505,6,5,"1"
-7.30697236334948,54.9952612270109,N00002509,95MM14S2,244404,416639,7.14328,Derry City and Strabane,Urban,Ebrington_2,450,474,267,607,1236,4500,2537,328,"1"
-7.30951791537478,54.9949535297775,N00002511,95MM14S2,244242,416603,3.04493,Derry City and Strabane,Urban,Ebrington_2,1,4,5,32,23,4514,22,14,"1"
-7.26325867292275,55.03401654296,N00002522,95MM16S1,247157,420982,13.0522,Derry City and Strabane,Rural,Enagh_1,358,150,799,482,1344,1610,2328,306,"1"
-7.33688753154591,55.0040267338972,N00002575,95MM23W1,242480,417597,7.02395,Derry City and Strabane,Urban,Rosemount,407,255,563,359,1139,3717,1528,869,"1"
-7.33300111267837,55.0057761344826,N00002578,95MM23W1,242727,417794,3.8725,Derry City and Strabane,Urban,Rosemount,81,15,89,778,1093,4110,232,296,"1"
-7.31220112787645,55.0264450354287,N00002579,95MM24W1,244035,420107,2.8724,Derry City and Strabane,Urban,Shantallow East,93,127,129,245,466,4084,226,1091,"1"
-7.31060647837287,55.0289220802633,N00002582,95MM24W1,244135,420384,24.1472,Derry City and Strabane,Urban,Shantallow East,288,815,150,196,654,3884,1062,1025,"1"
-7.32684377193854,55.0279623578002,N00002583,95MM25S1,243097,420267,5.08244,Derry City and Strabane,Urban,Shantallow West_1,236,1996,106,148,363,2904,570,114,"1"
-7.32397705022188,55.0285729912161,N00002584,95MM25S1,243280,420337,7.2903,Derry City and Strabane,Urban,Shantallow West_1,58,59,66,100,965,3356,2060,290,"1"
-7.32822007496442,55.0261606267734,N00002585,95MM25S1,243011,420066,5.04123,Derry City and Strabane,Urban,Shantallow West_1,129,1384,78,23,319,2993,1635,59,"1"
-7.32447185989539,55.0259139085527,N00002586,95MM25S1,243251,420041,7.61831,Derry City and Strabane,Urban,Shantallow West_1,448,1202,206,219,935,3374,3256,536,"1"
-7.32967040130559,55.0308615861186,N00002587,95MM25S2,242914,420588,16.8978,Derry City and Strabane,Urban,Shantallow West_2,251,313,382,347,712,2238,1540,128,"1"
-7.33149124708205,55.0283352176918,N00002588,95MM25S2,242800,420306,6.28012,Derry City and Strabane,Urban,Shantallow West_2,357,1182,330,150,956,1576,679,336,"1"
-7.33185358346946,55.0265649435812,N00002589,95MM25S2,242778,420109,6.11325,Derry City and Strabane,Urban,Shantallow West_2,207,128,211,642,611,2312,2878,965,"1"
-7.34118932385539,55.040253576905,N00002590,95MM25S3,242167,421627,443.783,Derry City and Strabane,Urban,Shantallow West_3,422,516,427,402,1037,1409,3629,597,"1"
-7.34600185788555,55.0211233152117,N00002594,95MM26S1,241879,419494,4.3158,Derry City and Strabane,Urban,Springtown_1,218,294,358,149,656,2410,776,838,"1"
-7.34701471212417,55.0220726610568,N00002598,95MM26S1,241814,419599,9.25886,Derry City and Strabane,Urban,Springtown_1,239,389,252,251,337,2573,3630,1088,"1"
-7.32248957914998,55.0002723011538,N00002603,95MM27S1,243406,417187,30.0948,Derry City and Strabane,Urban,Strand_1,30,58,25,232,873,3787,149,84,"1"
-7.32416031699473,54.9995731709986,N00002605,95MM27S1,243300,417109,3.97742,Derry City and Strabane,Urban,Strand_1,16,138,11,58,248,4536,1207,66,"1"
-7.32644020341734,54.9970882303058,N00002607,95MM27S1,243156,416830,3.49934,Derry City and Strabane,Urban,Strand_1,61,214,23,46,1102,4214,629,168,"1"
-7.31827958696845,55.0097972538557,N00002611,95MM27S2,243665,418250,2.56815,Derry City and Strabane,Urban,Strand_2,364,3,1153,1341,2832,4389,12,1363,"1"
-7.31965456418447,54.9943623605813,N00002613,95MM28W1,243594,416531,43.1095,Derry City and Strabane,Urban,The Diamond,25,84,10,158,723,4534,475,3,"1"
-7.32417315823815,54.9915707448533,N00002614,95MM28W1,243307,416218,3.44479,Derry City and Strabane,Urban,The Diamond,307,720,96,431,1891,4477,148,386,"1"
-7.32473289959349,54.9894880349119,N00002616,95MM28W1,243274,415985,6.0597,Derry City and Strabane,Urban,The Diamond,77,42,161,211,627,4239,825,266,"1"
-7.332687192732,54.9869667191861,N00002618,95MM28W1,242767,415700,11.2248,Derry City and Strabane,Urban,The Diamond,276,852,90,112,1219,2734,2557,1635,"1"
-7.30989975652161,54.9897215368734,N00002624,95MM29W1,244223,416021,6.23186,Derry City and Strabane,Urban,Victoria,254,339,232,564,1052,4438,157,148,"1"
-7.32842899149919,54.9962253998474,N00002629,95MM30W1,243030,416733,2.34298,Derry City and Strabane,Urban,Westland,67,87,47,468,510,4286,445,155,"1"
-7.33797702925351,54.9950876656,N00002630,95MM30W1,242420,416601,9.21548,Derry City and Strabane,Urban,Westland,246,497,135,308,650,4029,1515,683,"1"
-7.33121402666419,54.9960562611211,N00002631,95MM30W1,242852,416713,2.04129,Derry City and Strabane,Urban,Westland,124,27,354,471,540,4173,225,1332,"1"
-5.56226850446483,54.3031390267829,N00002639,95NN01S2,358731,342115,135.972,"Newry, Mourne and Down",Rural,Ardglass_2,363,645,248,819,1346,450,800,1158,"1"
-5.71322012296332,54.3278409268499,N00002655,95NN04W1,348818,344534,5.49337,"Newry, Mourne and Down",Urban,Ballymote,161,1369,85,92,161,3892,2996,56,"1"
-5.70874925003548,54.3173090922073,N00002659,95NN04W1,349147,343372,6.43241,"Newry, Mourne and Down",Urban,Ballymote,20,158,86,28,131,1803,2852,102,"1"
-5.88201493772601,54.4021033068374,N00002661,95NN05W1,337590,352456,24.7709,"Newry, Mourne and Down",Urban,Ballynahinch East,334,881,151,345,825,2846,2845,239,"1"
-5.89386989622017,54.4016363100426,N00002664,95NN05W1,336822,352381,15.1173,"Newry, Mourne and Down",Urban,Ballynahinch East,348,491,363,578,514,4291,1200,124,"1"
-5.71331336033842,54.3152734074853,N00002672,95NN07S1,348857,343136,4.95778,"Newry, Mourne and Down",Urban,Cathedral_1,119,599,115,110,268,3388,1597,87,"1"
-5.89072753711549,54.2234340432825,N00002744,95NN17W1,337619,332555,5.15217,"Newry, Mourne and Down",Urban,Murlough,113,1062,37,39,330,2552,3433,174,"1"
-5.89283262996504,54.2221416846811,N00002745,95NN17W1,337486,332407,11.8911,"Newry, Mourne and Down",Urban,Murlough,127,361,156,116,368,2933,2645,158,"1"
-5.89083654114996,54.2169423501508,N00002777,95NN21W1,337634,331832,8.87493,"Newry, Mourne and Down",Urban,Shimna,248,314,334,450,644,3324,758,126,"1"
-5.88897264036664,54.2130015516407,N00002778,95NN21W1,337768,331397,12.4477,"Newry, Mourne and Down",Urban,Shimna,347,873,293,770,614,4493,118,1,"1"
-6.77899572582999,54.5017068314232,N00002815,95OO05W1,279152,362162,12.0736,Mid Ulster,Urban,Ballysaggart,355,1154,702,376,59,3588,313,375,"1"
-6.70255675224022,54.5418995125612,N00002849,95OO11W1,284021,366725,10.1412,Mid Ulster,Urban,Coalisland South,320,3590,55,27,653,3673,3386,524,"1"
-6.70114756260769,54.538969571534,N00002850,95OO11W1,284118,366400,9.79351,Mid Ulster,Urban,Coalisland South,421,689,470,325,837,3401,1083,131,"1"
-6.70241987964735,54.5364375266305,N00002851,95OO11W1,284041,366117,24.0382,Mid Ulster,Urban,Coalisland South,315,100,758,536,1054,2344,806,1043,"1"
-7.64311799199507,54.3504142149431,N00002969,95PP09W1,223255,344693,9.81238,Fermanagh and Omagh,Urban,Devenish,193,28,295,504,2303,3651,1703,225,"1"
-7.6349016061662,54.3482159991971,N00002971,95PP09W1,223791,344451,43.4949,Fermanagh and Omagh,Urban,Devenish,372,232,504,587,1330,2850,577,605,"1"
-7.65425890327605,54.36668776879,N00002972,95PP09W1,222522,346501,335.406,Fermanagh and Omagh,Urban,Devenish,31,169,118,43,188,2811,359,116,"1"
-7.62832195793187,54.3599796538848,N00002984,95PP11W1,224212,345763,13.9434,Fermanagh and Omagh,Urban,Erne,134,210,383,358,73,2396,3464,165,"1"
-7.63043186865848,54.4689425829904,N00002993,95PP13W1,224011,357891,37.9605,Fermanagh and Omagh,Rural,Irvinestown,60,99,105,228,320,1527,2598,192,"1"
-7.73652733539167,54.5248596017307,N00003004,95PP14S2,217108,364085,551.403,Fermanagh and Omagh,Rural,Kesh Ederney and Lack_2,249,47,1011,1157,450,757,3473,494,"1"
-7.4460235016127,54.2491549906783,N00003023,95PP17W1,236160,333504,5.9682,Fermanagh and Omagh,Rural,Lisnaskea,277,412,416,291,703,1619,1455,284,"1"
-7.37157154180374,54.1869393498816,N00003034,95PP19W1,241075,326620,68.4596,Fermanagh and Omagh,Rural,Newtownbutler,222,546,82,155,1511,907,3874,2214,"1"
-7.64134153705998,54.3449183109293,N00003040,95PP20W1,223374,344082,73.2712,Fermanagh and Omagh,Urban,Portora,350,219,668,786,1383,3283,304,9,"1"
-7.6497751415586,54.347192764837,N00003042,95PP20W1,222824,344332,7.27504,Fermanagh and Omagh,Urban,Portora,436,154,731,917,943,2090,2748,925,"1"
-7.17438990636904,54.2402035691655,N00003052,95PP21W1,253878,332681,24.9204,Fermanagh and Omagh,Rural,Rosslea,361,106,986,1573,675,460,2009,1628,"1"
-5.84042585268854,54.8554848869058,N00003081,95QQ03W1,338738,402997,6.02176,Mid and East Antrim,Urban,Ballyloran,75,38,387,173,67,2233,2559,3001,"1"
-5.82266117103437,54.8484468597232,N00003106,95QQ07W1,339903,402249,6.36461,Mid and East Antrim,Urban,Central,335,159,695,1216,800,3643,85,268,"1"
-5.82508784547974,54.8500946294797,N00003107,95QQ07W1,339742,402428,8.31563,Mid and East Antrim,Urban,Central,15,25,16,127,1090,4005,346,63,"1"
-6.94480577367836,55.0711478383902,N00003165,95RR01S2,267456,425377,201.243,Causeway Coast and Glens,Rural,Aghanloo_2,437,303,743,1462,673,625,969,1209,"1"
-6.94516983346231,55.0395001675637,N00003171,95RR03W1,267486,421853,6.50378,Causeway Coast and Glens,Urban,Coolessan,135,763,132,176,306,1637,1368,18,"1"
-6.9477266644222,55.0411619896284,N00003172,95RR03W1,267320,422036,11.9133,Causeway Coast and Glens,Urban,Coolessan,184,416,79,301,700,1827,2700,1285,"1"
-6.94920432347733,55.0449000376912,N00003174,95RR03W1,267219,422451,6.73639,Causeway Coast and Glens,Urban,Coolessan,11,79,15,132,255,2930,918,21,"1"
-6.93215648138507,55.0435997449876,N00003186,95RR05S2,268311,422322,5.09387,Causeway Coast and Glens,Urban,Enagh_2,409,1536,350,323,289,2794,1851,125,"1"
-6.94280456302644,55.0409432424185,N00003211,95RR10W1,267635,422016,7.08645,Causeway Coast and Glens,Urban,Greystone,12,149,24,154,100,2446,553,38,"1"
-6.94552190357352,55.0450792726477,N00003214,95RR10W1,267454,422474,3.10566,Causeway Coast and Glens,Urban,Greystone,3,72,6,65,1,3097,2048,41,"1"
-6.93980331314684,55.0389900355048,N00003215,95RR10W1,267830,421802,6.20989,Causeway Coast and Glens,Urban,Greystone,442,545,339,500,857,2121,1782,1902,"1"
-6.94591849211643,55.0526641160065,N00003223,95RR12W1,267416,423318,5.47723,Causeway Coast and Glens,Urban,Rathbrady,413,1036,220,520,578,3952,1264,270,"1"
-6.94750028141923,55.0497969349557,N00003230,95RR13W1,267320,422997,13.5035,Causeway Coast and Glens,Urban,Roeside,55,57,60,424,264,4223,549,795,"1"
-6.95254205718353,55.0541716739347,N00003231,95RR13W1,266990,423480,48.4478,Causeway Coast and Glens,Urban,Roeside,73,642,46,255,92,3821,159,110,"1"
-6.0307043857089,54.5623635713793,N00003294,95SS06S1,327436,370012,16.0565,Belfast,Urban,Collin Glen_1,136,550,123,156,423,2839,219,410,"1"
-6.03791771947103,54.5611637124879,N00003295,95SS06S1,326973,369866,31.854,Belfast,Urban,Collin Glen_1,250,3012,167,34,140,2162,1021,1103,"1"
-6.03360591686222,54.5590442582355,N00003296,95SS06S2,327259,369638,5.57747,Belfast,Urban,Collin Glen_2,128,1993,62,44,108,3043,317,900,"1"
-6.03370215268102,54.5558636004463,N00003297,95SS06S2,327262,369283,7.43396,Belfast,Urban,Collin Glen_2,265,505,496,182,304,2902,421,1134,"1"
-6.02956460481291,54.554523741111,N00003298,95SS06S2,327534,369142,9.83175,Belfast,Urban,Collin Glen_2,330,3231,122,10,389,3670,3078,1029,"1"
-6.03710125600336,54.5575602735672,N00003299,95SS06S2,327037,369466,11.9649,Belfast,Urban,Collin Glen_2,100,817,108,11,193,1758,1267,952,"1"
-6.02763562541579,54.5565472843181,N00003300,95SS06S2,327653,369370,5.06804,Belfast,Urban,Collin Glen_2,10,55,56,14,143,4252,828,265,"1"
-6.02519038261182,54.5614909231008,N00003302,95SS06S3,327795,369925,9.66401,Belfast,Urban,Collin Glen_3,130,1287,125,91,64,3893,588,216,"1"
-6.03099397066724,54.5584342440291,N00003304,95SS06S3,327430,369574,6.21945,Belfast,Urban,Collin Glen_3,89,509,235,107,68,3196,381,91,"1"
-6.02687692343654,54.5585354031323,N00003305,95SS06S3,327696,369593,8.94282,Belfast,Urban,Collin Glen_3,107,115,398,109,299,3633,221,855,"1"
-6.02116518356371,54.5581234945142,N00003402,95SS16S2,328066,369558,13.8103,Belfast,Urban,Kilwee_2,262,1852,225,128,176,3364,369,405,"1"
-6.01814124317859,54.5555119864377,N00003403,95SS16S2,328270,369273,6.27088,Belfast,Urban,Kilwee_2,72,618,69,19,183,2998,706,464,"1"
-6.02362014638679,54.5558298097035,N00003404,95SS16S2,327915,369298,8.37594,Belfast,Urban,Kilwee_2,305,1672,198,115,618,3818,402,146,"1"
-6.01448481177904,54.5548907731011,N00003405,95SS16S2,328509,369210,7.77662,Belfast,Urban,Kilwee_2,397,3096,93,64,990,2988,1396,895,"1"
-6.05847968007107,54.5009613159749,N00003418,95SS18S1,325828,363128,3.1056,Lisburn and Castlereagh,Urban,Lagan Valley_1,429,325,886,401,436,2664,2381,909,"1"
-6.07383525427675,54.5092382481445,N00003484,95SS25W1,324808,364022,3.44021,Lisburn and Castlereagh,Urban,Old Warren,322,96,944,635,452,2003,2321,1729,"1"
-6.0287464345997,54.5672378212403,N00003490,95SS26S1,327547,370558,10.0439,Belfast,Urban,Poleglass_1,202,2240,110,3,251,2561,1248,982,"1"
-6.02479409000209,54.5670942318929,N00003491,95SS26S1,327803,370550,12.7652,Belfast,Urban,Poleglass_1,171,700,87,143,709,1780,1420,374,"1"
-6.02147711419012,54.5528902908186,N00003515,95SS29S1,328062,368975,13.3868,Belfast,Urban,Twinbrook_1,149,142,345,186,486,3050,332,1100,"1"
-6.02239674137474,54.5498017408617,N00003516,95SS29S1,328013,368629,5.97779,Belfast,Urban,Twinbrook_1,148,164,442,265,385,2948,60,594,"1"
-6.02667078500013,54.550511515372,N00003517,95SS29S2,327734,368700,8.4626,Belfast,Urban,Twinbrook_2,403,1254,130,202,1108,3232,1614,1382,"1"
-6.02531179571206,54.5538258799964,N00003518,95SS29S2,327811,369072,4.01996,Belfast,Urban,Twinbrook_2,252,683,280,210,364,3266,367,802,"1"
-6.02404482193104,54.5529914957853,N00003519,95SS29S2,327896,368981,3.15226,Belfast,Urban,Twinbrook_2,201,173,299,134,1160,3436,956,743,"1"
-6.02591144163796,54.5471171067481,N00003520,95SS29S2,327794,368324,6.8767,Belfast,Urban,Twinbrook_2,263,447,338,343,805,2247,205,449,"1"
-6.55081942131974,54.7773847638074,N00003542,95TT03S1,293300,393128,14.8291,Mid Ulster,Rural,Castledawson_1,328,424,524,565,419,1829,597,681,"1"
-6.60718334508753,54.7505614630676,N00003605,95TT13S2,289733,390069,7.30262,Mid Ulster,Urban,Town Parks East_2,345,1093,361,229,404,2428,1853,120,"1"
-6.51956595708201,55.2076059618929,N00003633,95UU99C2,294297,441060,14.7253,Causeway Coast and Glens,Rural,Ballylough_&_Bushmills,41,17,240,904,3,1965,813,1109,"1"
-6.25403906537711,55.1983044158184,N00003655,95UU99C6,311225,440416,21.6454,Causeway Coast and Glens,Urban,Glentaisie_&_Kinbane,405,465,203,645,2958,2759,1563,61,"1"
-5.89538206072982,54.112859898883,N00003671,95VV01S2,337682,320240,17.1697,"Newry, Mourne and Down",Rural,Annalong_2,434,453,450,569,685,1435,1944,2466,"1"
-6.35060764421043,54.1859482464551,N00003680,95VV02W1,307725,327584,11.3522,"Newry, Mourne and Down",Urban,Ballybot,401,695,300,260,1163,2670,1402,640,"1"
-6.34764167156071,54.1805883076263,N00003682,95VV02W1,307933,326992,9.22246,"Newry, Mourne and Down",Urban,Ballybot,187,2318,27,51,836,2782,938,97,"1"
-6.3955059574401,54.191849050157,N00003684,95VV03W1,304780,328173,18.736,"Newry, Mourne and Down",Rural,Bessbrook,445,2060,336,200,359,1588,1280,977,"1"
